,kde_clusters,kde_clusters_at_cargo,graph_clusters,graph_clusters_at_cargo,potential_strength_r11_r11,potential_strength_cargo_r11,potential_strength_cargo_r11_avidity,kb_temperature_r11,interaction_relative_neighbour_distance,iteration,output_path
22708,6.0,0.0,165,165,0.005,0.0,0.0075,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00012898
22709,,,153,153,0.0025,0.0075,0.01,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00010686
22710,,,148,148,0.0075,0.0025,0.0075,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00019999
22711,5.0,1.0,23,23,0.0075,0.01,0.0,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00022800
22712,,,20,20,0.0075,0.0,0.01,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00019061
22713,8.0,1.0,148,148,0.0,0.0075,0.005,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00004168
22714,4.0,1.0,30,30,0.0025,0.0025,0.0,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00007254
22715,5.0,0.0,47,47,0.005,0.01,0.0075,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00017580
22716,,,20,20,0.01,0.005,0.005,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00026933
22717,9.0,3.0,154,154,0.005,0.0075,0.005,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00016108
22718,,,145,145,0.01,0.0025,0.0,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00025244
22719,4.0,1.0,41,41,0.0025,0.01,0.0025,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00011234
22720,,,16,16,0.01,0.01,0.0025,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00029141
22721,,,159,159,0.01,0.01,0.01,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00029787
22722,6.0,1.0,154,154,0.0075,0.0025,0.005,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00019772
22723,1.0,0.0,31,31,0.01,0.01,0.0075,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00029535
22724,3.0,1.0,34,34,0.0075,0.0,0.005,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00018682
22725,10.0,1.0,156,156,0.0,0.0,0.0,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00000185
22726,16.0,2.0,151,151,0.005,0.0075,0.01,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00016635
22727,,,159,159,0.0075,0.0025,0.0025,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00019654
22728,3.0,1.0,26,26,0.0075,0.0,0.0025,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00018253
22729,,,99,99,0.0025,0.0075,0.01,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00010762
22730,,,151,151,0.0,0.0025,0.01,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00002219
22731,18.0,0.0,150,150,0.005,0.005,0.0075,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00015187
22732,11.0,2.0,156,156,0.005,0.0,0.01,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00013139
22733,15.0,2.0,160,160,0.0075,0.005,0.01,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00021534
22734,3.0,1.0,110,110,0.0,0.0,0.0025,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00000291
22735,6.0,1.0,152,152,0.0025,0.01,0.0025,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00011181
22736,9.0,1.0,90,90,0.01,0.01,0.0075,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00029732
22737,7.0,1.0,172,172,0.0,0.005,0.0,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00002513
22738,6.0,0.0,155,155,0.01,0.0025,0.01,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00026193
22739,1.0,0.0,40,40,0.0075,0.01,0.005,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00023390
22740,6.0,1.0,177,177,0.0,0.005,0.0,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00002468
22741,10.0,0.0,160,160,0.0025,0.005,0.0,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00008511
22742,9.0,0.0,165,165,0.005,0.0025,0.005,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00013899
22743,,,163,163,0.005,0.01,0.01,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00017985
22744,13.0,0.0,152,152,0.0075,0.01,0.0025,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00023115
22745,13.0,3.0,159,159,0.0075,0.0075,0.0025,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00021878
22746,17.0,0.0,143,143,0.01,0.01,0.005,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00029404
22747,8.0,1.0,153,153,0.01,0.005,0.01,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00027432
22748,,,175,175,0.0,0.0,0.005,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00000684
22749,6.0,2.0,80,80,0.005,0.0025,0.005,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00013880
22750,4.0,1.0,32,32,0.0025,0.01,0.005,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00011479
22751,5.0,1.0,152,152,0.0,0.0025,0.0075,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00002010
22752,2.0,1.0,33,33,0.0075,0.0,0.0025,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00018255
22753,6.0,0.0,148,148,0.0075,0.0025,0.0075,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00020142
22754,11.0,0.0,157,157,0.01,0.0075,0.0025,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028031
22755,3.0,1.0,160,160,0.01,0.0025,0.01,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00026234
22756,2.0,0.0,172,172,0.0,0.0025,0.0,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00001363
22757,,,163,163,0.005,0.0025,0.0075,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00013938
22758,4.0,1.0,162,162,0.0025,0.0,0.0025,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00006370
22759,3.0,1.0,145,145,0.01,0.0,0.0,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00024178
22760,,,151,151,0.005,0.0075,0.005,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00016144
22761,11.0,1.0,159,159,0.005,0.0075,0.0,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00015620
22762,4.0,0.0,165,165,0.0075,0.005,0.005,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00021002
22763,5.0,2.0,25,25,0.0075,0.01,0.0075,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00023719
22764,14.0,2.0,164,164,0.0025,0.0025,0.005,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00007861
22765,,,149,149,0.005,0.005,0.0075,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00015281
22766,15.0,1.0,157,157,0.005,0.005,0.005,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00015093
22767,6.0,0.0,145,145,0.01,0.01,0.005,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00029320
22768,34.0,4.0,161,161,0.0,0.005,0.0075,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00003347
22769,3.0,1.0,25,25,0.01,0.01,0.0025,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00029194
22770,,,158,158,0.005,0.0025,0.01,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00014380
22771,6.0,1.0,178,178,0.0,0.0075,0.0,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00003810
22772,,,150,150,0.0025,0.0075,0.0,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00009705
22773,3.0,1.0,111,111,0.0,0.005,0.005,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00002933
22774,6.0,1.0,33,33,0.0075,0.0025,0.0075,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00020017
22775,,,150,150,0.01,0.0075,0.0075,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00028555
22776,,,159,159,0.005,0.0075,0.0025,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00015874
22777,,,141,141,0.01,0.0075,0.01,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028749
22778,,,132,132,0.01,0.005,0.005,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00026994
22779,9.0,1.0,145,145,0.01,0.01,0.005,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00029516
22780,6.0,1.0,28,28,0.01,0.0075,0.0075,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00028369
22781,6.0,1.0,163,163,0.0,0.01,0.005,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00005418
22782,19.0,1.0,156,156,0.0025,0.0025,0.01,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00008321
22783,3.0,0.0,157,157,0.005,0.0,0.005,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00012641
22784,4.0,0.0,147,147,0.0,0.01,0.0075,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00005758
22785,5.0,2.0,90,90,0.005,0.0,0.0,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00012105
22786,4.0,0.0,158,158,0.005,0.01,0.01,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00017895
22787,3.0,2.0,18,18,0.01,0.005,0.01,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00027515
22788,1.0,0.0,37,37,0.0075,0.01,0.0025,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00023192
22789,4.0,1.0,38,38,0.0025,0.01,0.0025,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00011090
22790,4.0,0.0,162,162,0.0,0.0025,0.0025,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00001611
22791,4.0,0.0,162,162,0.0075,0.0025,0.0075,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00020008
22792,5.0,0.0,163,163,0.0025,0.005,0.0,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00008425
22793,,,141,141,0.005,0.01,0.0075,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00017735
22794,13.0,0.0,154,154,0.005,0.01,0.01,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00017979
22795,8.0,0.0,160,160,0.0025,0.0,0.0025,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00006348
22796,,,143,143,0.0075,0.0075,0.0075,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00022349
22797,,,123,123,0.0075,0.005,0.01,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00021479
22798,,,18,18,0.005,0.01,0.005,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00017477
22799,7.0,0.0,150,150,0.0025,0.005,0.0025,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00008767
22800,8.0,1.0,149,149,0.01,0.0075,0.0025,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00028027
22801,,,148,148,0.005,0.0025,0.0025,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00013530
22802,5.0,2.0,16,16,0.005,0.0,0.0075,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00012915
22803,7.0,1.0,147,147,0.0075,0.0,0.0025,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00018264
22804,3.0,0.0,164,164,0.0,0.0025,0.01,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00002187
22805,5.0,1.0,17,17,0.005,0.01,0.005,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00017476
22806,7.0,0.0,174,174,0.0025,0.005,0.0025,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00008850
22807,,,73,73,0.005,0.005,0.0025,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00014655
22808,,,152,152,0.0075,0.0,0.005,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00018501
22809,7.0,1.0,170,170,0.0025,0.0,0.0025,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00006398
22810,7.0,0.0,51,51,0.005,0.01,0.01,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00017819
22811,17.0,0.0,109,109,0.01,0.005,0.005,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00027045
22812,7.0,0.0,164,164,0.005,0.005,0.0075,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00015196
22813,21.0,2.0,148,148,0.01,0.0075,0.0,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00027724
22814,,,146,146,0.0025,0.01,0.005,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00011447
22815,11.0,1.0,159,159,0.0,0.01,0.0075,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00005615
22816,,,153,153,0.0,0.005,0.0025,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00002732
22817,18.0,1.0,157,157,0.0025,0.005,0.0,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00008411
22818,9.0,3.0,167,167,0.0,0.005,0.0025,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00002823
22819,,,30,30,0.005,0.0,0.0075,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00012917
22820,7.0,1.0,167,167,0.0,0.005,0.005,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00002946
22821,,,148,148,0.005,0.01,0.01,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00017789
22822,18.0,4.0,159,159,0.0025,0.0,0.01,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00007078
22823,5.0,1.0,159,159,0.005,0.0,0.0,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00012019
22824,2.0,1.0,165,165,0.0025,0.0075,0.0,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00009777
22825,20.0,0.0,77,77,0.0025,0.01,0.0075,0.006,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00011674
22826,4.0,1.0,20,20,0.01,0.0,0.005,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00024589
22827,4.0,1.0,22,22,0.0075,0.0025,0.01,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00020166
22828,,,166,166,0.0025,0.0,0.0025,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00006352
22829,3.0,0.0,75,75,0.005,0.01,0.01,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00017962
22830,11.0,2.0,161,161,0.0,0.0025,0.01,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00002194
22831,5.0,0.0,154,154,0.0025,0.0025,0.0,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00007237
22832,8.0,0.0,167,167,0.0025,0.0,0.01,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00007168
22833,2.0,1.0,160,160,0.0025,0.0,0.01,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00007048
22834,5.0,0.0,161,161,0.0,0.0025,0.0025,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00001486
22835,,,154,154,0.0075,0.0075,0.01,0.024,2.2,45000,out/autophagy/explore_parameter_space_2_00022791
22836,6.0,0.0,149,149,0.0025,0.01,0.0025,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00011080
22837,14.0,1.0,124,124,0.0075,0.005,0.0075,0.012,2.0,45000,out/autophagy/explore_parameter_space_2_00021235
22838,,,165,165,0.0025,0.0025,0.005,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00007823
22839,11.0,1.0,166,166,0.0,0.005,0.01,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00003438
22840,2.0,1.0,16,16,0.0075,0.0,0.0075,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00018728
22841,,,119,119,0.0,0.0075,0.01,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00004671
22842,5.0,0.0,158,158,0.0025,0.005,0.0,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00008481
22843,,,168,168,0.0,0.0,0.0025,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00000261
22844,11.0,2.0,159,159,0.01,0.005,0.0075,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00027359
22845,11.0,2.0,145,145,0.01,0.0075,0.0075,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00028542
22846,4.0,1.0,27,27,0.005,0.005,0.0075,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00015218
22847,13.0,0.0,153,153,0.005,0.0075,0.01,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00016579
22848,9.0,0.0,151,151,0.0075,0.01,0.0,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00022937
22849,,,150,150,0.005,0.0,0.0075,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00012760
22850,9.0,2.0,161,161,0.0025,0.0,0.0025,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00006424
22851,,,153,153,0.005,0.0075,0.0025,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00015858
22852,4.0,3.0,71,71,0.005,0.0025,0.0,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00013306
22853,,,147,147,0.005,0.0025,0.0075,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00014099
22854,7.0,3.0,142,142,0.01,0.0,0.0075,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00024892
22855,11.0,0.0,158,158,0.005,0.005,0.01,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00015405
22856,1.0,0.0,40,40,0.0075,0.01,0.0075,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00023724
22857,13.0,1.0,153,153,0.0,0.0075,0.0025,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00004073
22858,4.0,0.0,169,169,0.0025,0.0,0.0025,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00006378
22859,5.0,0.0,169,169,0.0025,0.0025,0.0,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00007415
22860,2.0,1.0,108,108,0.0,0.005,0.0025,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00002838
22861,19.0,1.0,111,111,0.0025,0.0075,0.0075,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00010377
22862,3.0,1.0,112,112,0.0,0.005,0.0,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00002595
22863,1.0,0.0,153,153,0.01,0.0075,0.0,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00027694
22864,,,147,147,0.01,0.0,0.005,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00024654
22865,7.0,1.0,161,161,0.01,0.005,0.01,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00027394
22866,11.0,0.0,166,166,0.0025,0.005,0.01,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00009445
22867,,,141,141,0.005,0.01,0.005,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00017349
22868,5.0,0.0,168,168,0.0025,0.0075,0.005,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00010290
22869,2.0,1.0,19,19,0.01,0.0,0.0,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00024013
22870,5.0,0.0,156,156,0.0,0.0075,0.0025,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00004076
22871,4.0,1.0,22,22,0.0075,0.01,0.01,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00023862
22872,5.0,1.0,29,29,0.0025,0.005,0.0025,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00008784
22873,5.0,2.0,30,30,0.005,0.0,0.0075,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00012727
22874,7.0,0.0,157,157,0.0025,0.0,0.0025,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00006374
22875,5.0,1.0,35,35,0.005,0.005,0.0025,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00014785
22876,3.0,1.0,21,21,0.01,0.005,0.0075,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00027174
22877,,,144,144,0.0075,0.0,0.0025,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00018425
22878,,,150,150,0.0025,0.0025,0.0025,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00007486
22879,6.0,1.0,157,157,0.005,0.0025,0.005,0.018000000000000002,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00013759
22880,4.0,0.0,63,63,0.005,0.0025,0.005,0.006,1.8,45000,out/autophagy/explore_parameter_space_2_00013694
22881,6.0,1.0,33,33,0.005,0.005,0.01,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00015553
22882,7.0,1.0,152,152,0.005,0.0075,0.0075,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00016539
22883,,,133,133,0.0075,0.0075,0.0025,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00021911
22884,11.0,1.0,162,162,0.005,0.005,0.01,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00015583
22885,12.0,1.0,156,156,0.01,0.01,0.0,0.024,1.8,45000,out/autophagy/explore_parameter_space_2_00028834
22886,,,164,164,0.0,0.01,0.005,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00005311
22887,7.0,2.0,151,151,0.0075,0.0025,0.01,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00020397
22888,13.0,1.0,121,121,0.0025,0.01,0.0025,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00011241
22889,,,161,161,0.0075,0.01,0.0025,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00023070
22890,,,146,146,0.0,0.0025,0.01,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00002361
22891,,,137,137,0.01,0.005,0.0,0.012,1.8,45000,out/autophagy/explore_parameter_space_2_00026423
22892,,,19,19,0.0075,0.0075,0.01,0.0,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00022613
22893,,,154,154,0.005,0.0025,0.01,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00014374
22894,4.0,1.0,113,113,0.0,0.005,0.005,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00002983
22895,19.0,2.0,158,158,0.0025,0.01,0.0075,0.024,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00011697
22896,3.0,0.0,166,166,0.0,0.0,0.0,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00000187
22897,4.0,0.0,46,46,0.005,0.01,0.0075,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00017628
22898,8.0,1.0,155,155,0.01,0.0075,0.0075,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00028408
22899,3.0,1.0,112,112,0.0,0.005,0.01,0.0,2.0,45000,out/autophagy/explore_parameter_space_2_00003461
22900,4.0,1.0,31,31,0.01,0.01,0.01,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00029762
22901,9.0,0.0,155,155,0.0,0.0075,0.0025,0.03,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00004026
22902,,,158,158,0.005,0.01,0.01,0.018000000000000002,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00017929
22903,18.0,7.0,160,160,0.0075,0.005,0.0,0.03,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00020489
22904,5.0,2.0,14,14,0.01,0.0075,0.0025,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00028035
22905,17.0,2.0,151,151,0.01,0.005,0.01,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00027482
22906,,,169,169,0.0025,0.0025,0.0075,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00008082
22907,6.0,1.0,19,19,0.0075,0.0,0.0075,0.0,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00018868
22908,3.0,0.0,189,189,0.0,0.0025,0.0,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00001309
22909,16.0,6.0,127,127,0.01,0.0,0.005,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00024695
22910,14.0,3.0,155,155,0.005,0.01,0.005,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00017322
22911,,,125,125,0.0,0.01,0.005,0.006,2.2,45000,out/autophagy/explore_parameter_space_2_00005480
22912,3.0,2.0,20,20,0.0075,0.0,0.005,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00018675
22913,5.0,0.0,166,166,0.0075,0.0025,0.01,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00020207
22914,9.0,0.0,157,157,0.0025,0.0025,0.01,0.03,2.0,45000,out/autophagy/explore_parameter_space_2_00008303
22915,2.0,1.0,106,106,0.0,0.0,0.01,0.0,2.2,45000,out/autophagy/explore_parameter_space_2_00001158
22916,,,143,143,0.0075,0.0,0.0025,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00018407
22917,,,160,160,0.0025,0.01,0.0,0.03,1.8,45000,out/autophagy/explore_parameter_space_2_00010841
22918,,,152,152,0.0075,0.0025,0.01,0.024,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00020245
22919,3.0,1.0,152,152,0.0,0.0,0.0025,0.03,2.2,45000,out/autophagy/explore_parameter_space_2_00000477
22920,7.0,2.0,164,164,0.005,0.0,0.0025,0.018000000000000002,1.8,45000,out/autophagy/explore_parameter_space_2_00012268
22921,4.0,1.0,28,28,0.005,0.01,0.0,0.0,1.8,45000,out/autophagy/explore_parameter_space_2_00016802
22922,13.0,0.0,157,157,0.0025,0.0075,0.0025,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00010053
22923,2.0,0.0,41,41,0.0075,0.01,0.005,0.006,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00023340
22924,3.0,0.0,163,163,0.005,0.0025,0.0025,0.012,2.2,45000,out/autophagy/explore_parameter_space_2_00013649
22925,,,150,150,0.005,0.0,0.0,0.024,2.0,45000,out/autophagy/explore_parameter_space_2_00012135
22926,,,149,149,0.01,0.0075,0.0025,0.018000000000000002,2.2,45000,out/autophagy/explore_parameter_space_2_00028059
22927,,,134,134,0.01,0.005,0.0,0.012,2.1000000000000005,45000,out/autophagy/explore_parameter_space_2_00026564
22928,6.0,2.0,72,72,0.005,0.005,0.005,0.006,2.0,45000,out/autophagy/explore_parameter_space_2_00014985
22929,11.0,3.0,168,168,0.0,0.0,0.0,0.018000000000000002,2.0,45000,out/autophagy/explore_parameter_space_2_00000123
22930,,,146,146,0.01,0.005,0.0,0.012,1.9000000000000001,45000,out/autophagy/explore_parameter_space_2_00026464
